,date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change
27,2022-07-31,33,1,2,0,190037,10000,200037,0,26250181850,1360000000,27610181850,0,138131.952461889,138025.37455570718,136000.0,,-10000.0
28,2021-01-30,2,0,1,0,360,0,360,0,13290840,0,13290840,0,36919.0,36919.0,,,0.0
29,2020-11-10,1,0,1,0,140,0,140,0,5168660,0,5168660,0,36919.0,36919.0,,,0.0
30,2020-08-05,1,0,1,0,14750,0,14750,0,533773000,0,533773000,0,36188.0,36188.0,,,0.0
31,2019-12-11,1,0,1,0,1876,0,1876,0,67787384,0,67787384,0,36134.0,36134.0,,,0.0
32,2019-10-07,2,0,1,0,122,0,122,0,4280004,0,4280004,0,35082.0,35082.0,,,0.0
33,2019-08-19,1,0,2,0,644,0,644,0,25695600,0,25695600,0,39900.0,39900.0,,,0.0
34,2019-08-14,3,0,1,0,133,0,133,0,5320000,0,5320000,0,40000.0,40000.0,,,0.0
35,2019-08-05,1,0,2,0,12228,0,12228,0,488080620,0,488080620,0,39915.0,39915.0,,,0.0
36,2019-08-03,1,0,1,0,772,0,772,0,30802028,0,30802028,0,39899.0,39899.0,,,0.0
37,2019-07-31,3,0,1,0,15000,0,15000,0,558750000,0,558750000,0,37250.0,37250.0,,,0.0
38,2018-10-17,2,0,1,0,2022,0,2022,0,95034000,0,95034000,0,47000.0,47000.0,,,0.0
39,2018-10-10,1,0,1,0,150,0,150,0,7050000,0,7050000,0,47000.0,47000.0,,,0.0
40,2018-10-06,1,0,1,0,850,0,850,0,39950000,0,39950000,0,47000.0,47000.0,,,0.0
41,2018-09-12,3,0,5,0,4007,0,4007,0,188329000,0,188329000,0,47000.0,47000.0,,,0.0
42,2018-09-05,2,0,1,0,1027,0,1027,0,48269000,0,48269000,0,47000.0,47000.0,,,0.0
43,2018-08-11,1,0,2,0,5890,0,5890,0,252990000,0,252990000,0,42952.46179966044,42952.46179966044,,,0.0
44,2018-06-27,1,0,1,0,4554,0,4554,0,160027560,0,160027560,0,35140.0,35140.0,,,0.0
45,2018-05-09,1,0,2,0,5500,0,5500,0,192225000,0,192225000,0,34950.0,34950.0,,,0.0
46,2018-05-07,1,0,1,0,44,0,44,0,1537668,0,1537668,0,34947.0,34947.0,,,0.0
47,2018-04-30,1,0,1,0,350,0,350,0,11119500,0,11119500,0,31770.0,31770.0,,,0.0
48,2018-04-03,3,0,4,0,5410,0,5410,0,171875700,0,171875700,0,31770.0,31770.0,,,0.0
49,2018-03-03,3,0,1,0,2756,0,2756,0,79599328,0,79599328,0,28882.194484760523,28882.194484760523,,,0.0
50,2018-02-28,4,0,1,0,6256,0,6256,0,164307584,0,164307584,0,26264.0,26264.0,,,0.0
51,2018-01-28,1,0,1,0,6256,0,6256,0,164220000,0,164220000,0,26250.0,26250.0,,,0.0
52,2014-01-14,1,0,2,0,93000,0,93000,0,1860000000,0,1860000000,0,20000.0,20000.0,,,0.0
